Company_ID,Sector,CO2_Emissions,Energy_Consumption,Waste_Recycling_Rate,Employee_Satisfaction,Diversity_Index,Training_Hours_per_Employee,Board_Independence,Transparency_Score,Anti_Corruption_Policies,ESG_Score
1.0,Finance,297.2758406827898,872.0110086943034,43.124393689663975,66.38238650723929,53.897243038538136,42.96458933998559,70.08436349694921,59.51087634752177,50.20502134884472,51.80503329091282
2.0,Manufacturing,313.0162035697405,997.8579178442358,85.35842766319122,66.72279456286235,35.50196010668581,39.591420664039916,56.4863892739734,33.42477189143024,12.471405691139047,52.14366643715104
3.0,Retail,330.7454239422962,1030.2861162704194,20.527405419385232,64.0543974193793,50.182227829705326,38.81002024269106,77.56753931719408,34.822874546583485,38.53758830473618,41.94910012602223
4.0,Manufacturing,332.60932147454616,879.2894972386756,35.77329583987698,64.85059744106245,61.35115149807139,28.221033570194272,50.16034640766233,53.92211109132053,64.33651799117843,46.44817924980079
5.0,Manufacturing,301.6859678008921,783.9020891789775,45.574977377184034,78.26781405331204,73.93630843107871,30.629779956000743,82.77000028880857,72.79774810407042,78.03997761472745,59.59492459147906
6.0,Energy,228.17477619970182,1040.3976481378809,54.14668605661166,45.14907396656578,30.200781722578753,56.18802025020598,24.989618903861473,63.36484259853114,21.720909769121054,45.542964850286936
7.0,Retail,347.38036828504033,1272.049986381836,79.55722624853024,56.71814056552411,58.038645992259156,52.15155008871754,86.82620210233152,40.814853376578725,13.78228991592354,56.03374417828175
8.0,Retail,325.8893677957825,1060.6874342676288,26.15213371781007,43.775168190194464,47.82017258729293,47.42084588523799,65.82851570019437,50.12360242562448,66.30420045004922,44.05068831099446
9.0,Retail,234.19486208536864,1013.5108880472492,76.41054207188003,77.66231103737255,81.16930930151409,49.398481035296875,46.60521562560437,31.946533098499888,0.18798835249106416,56.39960577097881
10.0,Manufacturing,259.06190616478364,1012.4095653700718,23.895744254988273,53.61509273601497,72.93319891405451,48.460135446712684,33.80078886010141,25.22408700359572,17.837258430732984,38.7358245970167
11.0,Finance,353.25069686497613,961.2373396273847,78.96198247087271,84.87152049094422,65.34651206825369,36.76643787713791,53.542826061052,74.78872285209044,2.9071380343953734,56.439368054438724
