Company_ID,Sector,CO2_Emissions,Energy_Consumption,Waste_Recycling_Rate,Employee_Satisfaction,Diversity_Index,Training_Hours_per_Employee,Board_Independence,Transparency_Score,Anti_Corruption_Policies,ESG_Score
12522649,Tech,313.1674157146915,1153.341799021231,76.24865625300278,87.46668932367191,61.91875001691483,38.706894911655,55.270199102884604,93.62480583932923,81.98779347061415,63.767598660673656
12602358,Tech,355.884214180869,1482.194848204842,13.09409936421518,49.045192086946074,28.182217065665778,47.14646474892482,48.50265665143243,38.78342378148761,63.30275039344392,36.018936507165634
16657631,Finance,420.76173162475516,1208.9800446855415,14.432766523575967,51.61216404383194,28.778347197284376,10.785232613901865,75.47087877231965,95.47631934464866,72.77470680257696,39.18872458427394
1574345,Manufacturing,179.40275249599432,1233.0033152745227,40.80288529581503,81.19269789829521,59.28856614204824,67.76936272239386,60.36404219367092,32.6466223426526,72.53273274309707,65.01207013546842
4880984,Energy,299.01946264362516,1171.3382735803189,32.03705935892033,54.66993862553291,45.89212440216244,38.293163703643884,73.31587293116971,67.72218580513149,66.2743249780374,55.15095378854156
3533979,Finance,302.0558139727307,1905.2614408772633,20.204672976057438,58.59025577038949,99.35055866811325,22.660113414296287,61.39559046000206,68.61744903982212,76.74397882365535,55.09385882523601
5734806,Finance,290.85311367035035,984.680781474457,28.38988983797919,60.32981025109734,83.28782849058341,58.169733016234495,37.960772946259816,83.02980056486312,3.7400369086199348,49.23954551405983
6672064,Finance,223.90258077443826,1040.1109353097645,86.23987951928865,59.440119775851755,32.29700862082579,69.19825899721275,43.59219163128844,39.7287320239635,21.293753189229655,59.71645629439212
2192245,Energy,223.9886021449779,981.187186547405,59.812073960329336,62.5700525281381,66.91738452450784,74.92594623414348,26.518879813589788,56.40276149853746,86.87212012596271,61.200584010959645
5654013,Manufacturing,287.76597008672957,1561.6028947565728,24.55093106364287,69.21143827665672,94.74548898716766,14.63280251120057,25.490055864693375,87.27624182993185,46.574951380703176,58.16489528166554
15200433,Energy,505.8545571784173,1459.143176029911,24.709359466265404,41.85326162565303,37.408185363346355,65.49570784504934,28.449823769975602,99.12534445573976,58.3002271145218,33.725061841100214
15128528,Finance,163.37195297167818,336.17869895091735,25.192630703662473,67.77892312594179,93.96803499924611,7.6928011048773675,21.86597035425511,75.32172140343816,10.51069722043291,60.3994827461221
5750949,Manufacturing,316.6424391694893,1134.8619603866073,30.73090930508284,40.289334136954444,86.93908479241037,20.787016121957695,32.240245359574914,58.87210836753434,79.85668189222456,44.36114838780051
15741373,Energy,246.60727978636487,762.9371778979112,78.71448935636955,51.93264423925954,44.20896462567206,30.272376096080873,84.83234474048234,52.76499831317414,6.959209528145011,65.75497909872622
10382062,Finance,342.4264318445843,941.6208103474319,59.574352360388886,42.40649870536566,46.4154859736175,6.447083443679075,38.448516900524,50.35547334372133,15.460351721535357,44.06189652434155
4795368,Finance,361.19837959126176,1170.2802084142186,55.20243289259013,65.24243534467328,27.40759670033848,22.10245758030196,33.25707196592951,30.238299477157675,63.95533685312852,39.73754552275966
2738742,Manufacturing,346.07213947440914,1076.8309257638402,69.06549596234257,81.51698084056443,25.124513428644924,63.760414202737785,26.615444025132525,68.16131420723173,83.52620749912572,50.699339212160865
946540,Manufacturing,417.9403676661516,958.5153363792442,76.80133020003329,77.84078101359923,50.04947558046048,67.98415160059976,74.62433539959956,44.88042387461595,90.54590404279952,50.818964521260696
4908275,Finance,310.07066765738443,1247.914037233424,11.509529910514534,41.0255516099167,20.30837201429627,69.22081038644265,69.67227715089408,87.49596466781816,96.44629653579359,40.399339332241524
10050457,Manufacturing,282.96551449391006,1764.4346959385584,40.854059847310026,90.84763879677872,96.08580794303406,13.532659215733037,35.91291887068473,95.82626889477352,40.31487088242972,62.00635954694778
15607570,Tech,367.67323186064993,1288.8557116646898,16.151564206164036,85.18665955675658,76.70164049092321,66.32628705718521,79.59086625769433,87.79425953551971,35.46348558244132,50.509247236003205
925131,Manufacturing,257.4323199172757,1549.909481810725,55.47168589078869,85.77339272579428,69.46535005669084,77.62427307616873,38.58156919148155,46.73590873969212,92.55279688866757,60.83204129086863
9626808,Finance,221.9368298780729,1711.6197841881021,18.503441119815655,52.62960070018408,35.02614815048867,77.23184647745198,28.316098395665463,76.58387293877213,81.85608794381886,48.84681731578816
7633977,Manufacturing,262.410695311102,1570.7811690101134,30.67392068800104,65.24843728135286,93.77300944545368,47.01540356032543,53.75112907587048,45.02264890532201,11.779348812376064,58.50045409129585
7856221,Manufacturing,165.68727817676864,1472.966521257933,26.68996853720513,92.58325931437139,38.491264342842214,54.53903004784586,77.13825345016582,92.75912291984395,52.591866351509424,64.80641190866422
6855002,Tech,348.7665828315256,700.596498771487,49.170485694930186,55.299349898497496,40.62142107466741,27.234836441811517,39.698742844263656,55.773488559319965,68.74351406694778,46.36975783223279
8734780,Manufacturing,348.3478601114557,988.1537948301402,18.142360270091427,75.99134946855983,25.280681959270133,58.99738920609851,72.57973780853547,57.91661597767833,88.8374677036213,46.92798043042589
7189602,Tech,393.2677652066549,886.9258535664067,78.83938738117023,83.92872876797102,40.70106109406643,17.510430454255058,60.191137469138646,94.7330348518559,52.665639096533525,58.19240398113415
642505,Tech,250.2401689725041,953.0643298176146,39.00260392645257,55.03685596766765,31.36435103674647,32.55110307433836,64.96879209916553,81.07448748438296,20.526038562022542,58.19048155827822
13659873,Manufacturing,445.24291413021183,1257.5870454471305,76.23281971696899,85.48867593804832,27.589026533610493,6.7112266845583015,73.18176705950773,46.41982504038296,80.67775765199286,52.13337854613448
1654574,Energy,222.29891180729942,1639.402703792105,36.83967210829074,80.58678612263398,87.77830236008876,57.772469879944715,31.398699611804453,69.95677639027059,60.91441263649036,59.973187957397414
10599383,Energy,219.39287970160396,1019.8009065806964,72.20020812478242,77.40178543645054,61.960505275316464,43.79568657938806,25.093181884138307,55.782403369082736,58.919191318166035,57.13493107396796
6998219,Finance,373.9504150148356,1533.64640206868,15.385546033884285,61.35637049658991,78.4233514099646,26.530989335264366,51.49240297815837,76.70397810540094,8.373531694532648,42.66008100120406
4400090,Energy,355.14489507276517,1165.6391021524078,34.03393038147844,81.87726865185232,50.41477648736846,43.84556661672593,78.44372989090215,64.48822341388957,70.9594315482593,52.25991130389792
1595457,Manufacturing,267.28663675792166,1299.6167203762416,86.01274889446333,73.7774379248676,43.706564913399106,62.52222771469158,76.92700842479765,43.9806005517301,0.29132405779311865,63.06045005959929
